,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Action Details,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Player Full Name,,Team,Match Date,Opposition,,Action,Period,Time,,x,y,ex,ey,Dir
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,87:29,Video,21.1,50.3,31.2,71.3,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,87:34,Video,30.3,68.4,11.4,55.5,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,87:37,Video,15.2,52,32,42.6,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,87:41,Video,33.4,42.8,20.3,49.9,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,87:43,Video,20.8,52.1,39.6,76.6,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,87:46,Video,41.4,77,50.9,60.2,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,87:48,Video,51.3,62,62.2,33.7,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Side Back,2nd Half,87:50,Video,67,33.5,59.2,55.4,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Unprogr Rec,2nd Half,87:57,Video,20.1,35.2,20.1,35.2,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,87:57,Video,20.1,35.2,62.6,11.1,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Tackle,2nd Half,88:01,Video,16,23.3,16,23.3,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,88:11,Video,3,49,2.2,39.4,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,88:12,Video,1.7,40.1,7.5,48.4,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Long,2nd Half,88:14,Video,9.7,48.1,49.6,7,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,88:25,Video,49.6,7,49.6,7,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,88:25,Video,49.6,7,39.1,6.1,LR
Karim Eljamal,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,88:28,Video,44.6,6.7,55.7,1.7,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,88:30,Video,59,1.8,84,8.5,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Loss of Poss,2nd Half,88:35,Video,97.6,9.5,97.6,9.5,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Progr Rec,2nd Half,88:44,Video,23.4,30.3,23.4,30.3,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Side Back,2nd Half,88:44,Video,23.4,30.3,11.7,42.7,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,88:46,Video,14.7,44.3,32.9,68.7,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,88:51,Video,36.9,74,49.6,52.3,LR
Devin Smith,,Boston Bolts U16,2023-12-10,Miami,,Progr Inter,2nd Half,89:09,Video,28.1,75.5,28.1,75.5,LR
Connor Seymour,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,89:10,Video,30,70.3,40.9,65,LR
Kaio Morias,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,89:11,Video,43.7,67.2,63.1,78.9,LR
Casey Powers,,Boston Bolts U16,2023-12-10,Miami,,Throw,2nd Half,89:31,Video,13.4,39.4,13.4,39.4,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Forward,2nd Half,89:35,Video,34.8,38.6,34.8,38.6,LR
Sam Cunniffe,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,90:00,Video,21.9,45.2,26.6,39.7,LR
Landon van Buren,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,90:01,Video,28,39.9,47.3,27.9,LR
Logan Moniz,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,90:06,Video,52.8,27.3,70.3,6.6,LR
Brendan Furlonge,,Boston Bolts U16,2023-12-10,Miami,,Forward,2nd Half,90:10,Video,68.6,9.6,81.4,35.1,LR
Killian Walsh,,Boston Bolts U16,2023-12-10,Miami,,Unsucc Side Back,2nd Half,90:17,Video,,,,,LR
